Targeting,Match Type,Bid Value,Suggested lower bid range,Suggested upper bid range,Impressions,Spend,Click-Thru Rate (CTR),Total Return on Advertising Spend (RoAS),Clicks,14 Day Total Sales (₹),14 Day Conversion Rate,14 Day Total Units (#),14 Day Total Orders (#),Category
substitutes,-,1.0,0.217202358724557,0.803361499365353,16.0,1.0,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,40.326,41.03,45.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,24.424,18.16,25.41244203502106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,52.088,12.606,31.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,52.088,12.606,31.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,28.812,15.01,25.439999999999998,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil,PHRASE,27.641333333333336,8.64433249496512,41.72756539111011,1157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil,PHRASE,42.855,17.9497081169025,58.467467244869,2797.0,85.71,0.000715051841258491,3.63563178158908,2.0,311.61,0.5,1.0,1.0,['Косметика']
bhringraj oil,PHRASE,37.005,19.2153657250244,26.7355616239781,3039.0,148.02,0.00131622244159263,2.10518848804216,4.0,311.61,0.25,1.0,1.0,['Косметика']
bhringraj oil,PHRASE,72.46,3.86625042393902,114.604945205898,620.0,72.46,0.00161290322580645,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil,PHRASE,53.295,9.66346384266169,16.3636408453045,1465.0,319.77,0.00409556313993174,0.0,6.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil,PHRASE,46.23625,42.2808590995958,14.0014711356981,1708.0,369.89,0.00468384074941452,0.0,8.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil,PHRASE,45.4133333333333,26.9950118102312,4.48909145946878,1359.0,136.24,0.0022075055187638,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil,PHRASE,46.1666666666667,42.3862554975412,37.0271033161266,2896.0,138.5,0.00103591160220994,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil,PHRASE,45.47,30.4830420116254,15.5887697339765,1806.0,90.94,0.00110741971207087,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,47.19,1.41789044600564,39.2087538843858,67.0,47.19,0.0149253731343284,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,86.68,73.9866190603598,11.2116814872997,25.0,86.68,0.04,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,58.96,33.4532556109357,59.419765187466,45.0,58.96,0.0222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,64.888,19.39,31.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,44.75,14.0235042505053,79.1504539384222,22.0,44.75,0.0454545454545455,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,25.95,3.95156779615981,42.6596622143261,58.0,25.95,0.0172413793103448,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,99.21,28.1870524889706,113.209246202309,67.0,99.21,0.0149253731343284,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,66.53,46.0459843950068,28.917254136272,95.0,66.53,0.0105263157894737,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj oil for hair growth,PHRASE,89.72,58.1268531364878,131.052639174749,61.0,89.72,0.0163934426229508,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj brahmi hair oil,PHRASE,17.363999999999997,0.33,25.63855647930108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,34.12,30.7437525963108,14.1421734672999,628.0,34.12,0.00159235668789809,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,41.608,13.736576631764283,9.18343516706188,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,41.122,19.00328721287886,35.79408531522631,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,28.756,12.685403579103683,17.67462007644072,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,31.767999999999994,11.463999999999999,39.394,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,27.81,11.5911625554359,42.3376782787493,759.0,55.62,0.00263504611330698,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,49.79,13.4756326457953,83.6452055136824,599.0,99.58,0.00333889816360601,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,38.678000000000004,17.439211515127337,49.17485892183192,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
bhringraj hair oil,PHRASE,26.459999999999997,11.458541493112339,26.6069221641496,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,87.97,58.31,162.899046759698,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,54.282000000000004,35.116,31.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,30.616999999999997,29.22130228364012,48.70507923629524,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,17.363999999999997,0.33,25.63855647930108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,27.776,23.570328801820757,19.48388116252,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,26.454,13.190610400985921,20.780884070042116,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,26.65,8.069999999999999,37.422,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,54.282000000000004,35.116,31.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair growth hair oil,PHRASE,17.363999999999997,0.33,25.63855647930108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,22.725,2.0700000000000003,24.35490446082278,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,26.243999999999993,13.190610400985921,20.78088407004212,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,30.672000000000004,11.214,39.07212,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,45.928000000000004,41.03,45.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,24.174,2.06,28.389999999999997,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,23.380999999999997,2.068,24.354904460822777,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,24.658,18.16,26.57,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,24.174,2.06,28.389999999999997,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
scalp oil,PHRASE,26.032,13.192441603943681,22.580000000000002,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,30.238,21.90261040098592,22.928000000000004,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,30.625999999999998,14.69069545575788,11.950032955136383,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,30.238,21.902610400985917,22.928000000000004,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,30.802,1.03,29.592000000000002,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,29.95,24.0709564019144,19.5920625443742,52.0,29.95,0.0192307692307692,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,26.89,5.82931335091679,40.2719604772198,51.0,26.89,0.0196078431372549,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,29.57,1.5820000000000003,29.588120000000004,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,18.798000000000002,15.690000000000001,21.53,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil hair,EXACT,29.494,21.909999999999997,15.838032955136379,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,21.97,4.02912413264828,19.9659724636605,445.0,21.97,0.00224719101123596,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,19.024,11.45854149311234,26.6069221641496,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,28.36,23.1159934749961,43.9028213245268,473.0,28.36,0.00211416490486258,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,27.514,22.774328801820758,34.46788116252,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,26.48,2.80676425441661,44.841143236779,343.0,26.48,0.00291545189504373,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,17.096,5.878217286844739,21.608624285752963,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,32.684,23.6710547109137,25.39914834916952,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,16.552000000000003,3.5862175250934563,25.91632196842272,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
vitamin e oil,EXACT,24.114,6.33,37.128,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
hair oil,EXACT,66.5681818181818,60.9524346365045,48.1161785326893,8838.0,732.25,0.00124462548087803,0.0,11.0,0.0,0.0,0.0,0.0,['Косметика']
hair oil,EXACT,69.33,61.4457870474735,80.7604134275782,7494.0,970.62,0.00186816119562317,0.0,14.0,0.0,0.0,0.0,0.0,['Косметика']
hair oil,EXACT,67.8853333333333,31.082212449641,61.1243232466044,12871.0,1018.28,0.00116541061300598,0.0,15.0,0.0,0.0,0.0,0.0,['Косметика']
hair oil,EXACT,50.449756097561,47.386316253409,17.7151064471013,8719.0,2068.44,0.0047023741254731,0.15064976504032,41.0,311.61,0.024390243902439,1.0,1.0,['Косметика']
hair oil,EXACT,52.7526470588235,43.4354344621628,25.4190135836006,9886.0,1793.59,0.00343920695933644,0.0,34.0,0.0,0.0,0.0,0.0,['Косметика']
hair oil,EXACT,57.83,21.3695833685577,113.630361855578,8194.0,1619.24,0.00341713448865023,0.0,28.0,0.0,0.0,0.0,0.0,['Косметика']
hair oil,EXACT,53.2662068965517,5.90671367503785,22.2119705174032,6959.0,1544.72,0.00416726541169708,0.201725879123725,29.0,311.61,0.0344827586206897,1.0,1.0,['Косметика']
hair oil,EXACT,82.96,8.68410530754178,58.1551078235757,82.0,82.96,0.0121951219512195,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,10.331999999999999,3.1147888666271166,8.193249496948301,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,19.774,5.742,16.932,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,19.628,10.48023394932534,2.19910943017425,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,15.482000000000003,5.493916251665771,6.517831487685409,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,19.372999999999998,11.42023394932534,1.8751094301742497,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,29.940999999999995,22.70465114182006,51.58107923629524,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,19.372999999999998,11.42023394932534,1.8751094301742497,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,1.0,0.942296827671443,0.639217415161562,256.0,1.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,25.6,7.6176553213577,43.5409604920599,377.0,25.6,0.0026525198938992,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,27.683999999999997,1.03,28.588442035021057,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,28.064,11.645999999999999,36.14,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,24.802,15.01,29.922000000000004,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,24.424,18.16,25.41244203502106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,36.862,13.752,26.314,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,40.326,41.03,45.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,1.17,0.363079782416885,0.683506902853764,1.0,1.17,1.0,454.871794871795,1.0,532.2,2.0,2.0,2.0,['Косметика']
substitutes,-,24.424,18.16,25.41244203502106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,14.0,31.35,0.071429,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain oil,EXACT,31.35,14.79,36.24,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,37.44,10.51,32.6,557.0,37.44,0.001795,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,37.49,13.99,27.39,621.0,262.4,0.011272,1.22,7.0,320.54,0.142857,1.0,1.0,['Косметика']
pain relief oil,EXACT,43.27,35.91,22.01,526.0,43.27,0.001901,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,44.39,8.77,2.77,484.0,177.56,0.008264,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,38.66,20.76,26.44,581.0,38.66,0.001721,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,38.66,20.76,26.44,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,41.46,31.07,51.36,665.0,82.92,0.003008,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,24.88,13.33,12.29,1063.0,99.5,0.003763,3.22,4.0,320.54,0.25,1.0,1.0,['Косметика']
pain relief oil,EXACT,30.42,24.89,25.1,913.0,60.83,0.002191,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,35.13,25.53,25.32,684.0,210.75,0.008772,0.0,6.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,13.74,8.45,6.33,487.0,13.74,0.002053,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,29.28,2.77,55.43,717.0,58.56,0.002789,5.47,2.0,320.54,0.5,1.0,1.0,['Косметика']
pain relief oil,EXACT,43.04,39.77,25.67,679.0,43.04,0.001473,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,42.3,7.36,78.22,455.0,84.59,0.004396,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,42.46,34.2,40.8,519.0,169.82,0.007707,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,39.84,8.55,58.09,624.0,39.84,0.001603,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,38.61,30.72,48.78,545.0,115.84,0.005505,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,30.46,26.48,2.42,721.0,60.92,0.002774,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,38.14,12.6,3.39,669.0,152.55,0.005979,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,27.31,17.18,1.6,540.0,54.61,0.003704,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,27.31,17.18,1.6,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,27.31,17.18,1.6,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,62.23,4.22,89.73,236.0,62.23,0.004237,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,62.23,4.22,89.73,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,55.5,33.34,6.79,363.0,55.5,0.002755,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,55.5,33.34,6.79,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,25.27,1.5,41.27,371.0,25.27,0.002695,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,61.34,22.33,57.14,717.0,122.67,0.002789,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil,EXACT,62.96,22.18,61.06,522.0,62.96,0.001916,4.81,1.0,302.68,1.0,1.0,1.0,['Косметика']
knee oil for pain,EXACT,38.12,28.44,4.61,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,38.12,28.44,4.61,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,38.12,28.44,4.61,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,38.12,28.44,4.61,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,38.12,28.44,4.61,62.0,38.12,0.016129,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,38.12,14.69,6.85,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,38.12,14.69,6.85,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,32.0,30.93,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil for pain,EXACT,30.93,14.69,6.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relief oil natural,EXACT,38.12,14.69,6.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,38.12,14.69,6.85,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,23.6,16.77,38.18,669.0,23.6,0.001495,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,28.42,27.47,24.8,660.0,56.83,0.00303,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,28.42,27.47,24.8,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,41.05,29.3,45.15,766.0,82.1,0.002611,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,20.32,20.26,9.34,675.0,20.32,0.001481,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,45.76,42.31,90.49,592.0,45.76,0.001689,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,28.41,2.68,53.06,665.0,28.41,0.001504,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,28.41,2.68,53.06,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,28.41,2.68,53.06,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,46.6,2.4,5.88,832.0,46.6,0.001202,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,46.6,2.4,5.88,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,46.6,2.4,5.88,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,46.6,2.4,5.88,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,46.6,2.4,5.88,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
ortho oil,PHRASE,46.6,2.4,5.88,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
