Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Impressions,Clicks,Click-Thru Rate (CTR),Bid Value,Suggested lower bid range,Suggested upper bid range,Spend,Total Advertising Cost of Sales (ACoS),Total Return on Advertising Spend (RoAS),14 Day Total Sales (₹),14 Day Total Orders (#),14 Day Total Units (#),14 Day Conversion Rate
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,845,0,0.0,₹ 46.60,₹ 2.40,₹ 5.88,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,837,0,0.0,₹ 7.81,₹ 2.13,₹ 10.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,648,0,0.0,₹ 45.79,₹ 11.18,₹ 50.23,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,792,0,0.0,₹ 10.84,₹ 5.86,₹ 6.12,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-24,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,643,0,0.0,₹ 10.84,₹ 5.86,₹ 6.12,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,358,0,0.0,₹ 10.84,₹ 5.86,₹ 6.12,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,546,0,0.0,₹ 10.84,₹ 5.86,₹ 6.12,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,ortho oil,PHRASE,658,0,0.0,₹ 10.84,₹ 5.86,₹ 6.12,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,92,0,0.0,₹ 34.26,₹ 5.08,₹ 61.99,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,100,0,0.0,₹ 34.26,₹ 5.08,₹ 61.99,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,100,0,0.0,₹ 34.26,₹ 5.08,₹ 61.99,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,58,0,0.0,₹ 34.26,₹ 5.08,₹ 61.99,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,92,0,0.0,₹ 34.26,₹ 5.08,₹ 61.99,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,97,0,0.0,₹ 34.26,₹ 5.08,₹ 61.99,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,159,0,0.0,₹ 30.66,₹ 29.22,₹ 54.65,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,110,0,0.0,₹ 30.66,₹ 29.22,₹ 54.65,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,106,0,0.0,₹ 30.66,₹ 29.22,₹ 54.65,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,126,0,0.0,₹ 25.12,₹ 0.05,₹ 6.17,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-13,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,92,0,0.0,₹ 25.12,₹ 0.05,₹ 6.17,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,92,0,0.0,₹ 25.12,₹ 0.05,₹ 6.17,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,68,0,0.0,₹ 25.12,₹ 0.05,₹ 6.17,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,124,0,0.0,₹ 25.12,₹ 0.05,₹ 6.17,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,77,0,0.0,₹ 19.57,₹ 2.57,₹ 12.95,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-19,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,98,0,0.0,₹ 19.57,₹ 2.57,₹ 12.95,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,oil joint pain,PHRASE,20,0,0.0,₹ 19.57,₹ 2.57,₹ 12.95,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,678,7,0.010324,₹ 30.96,₹ 29.57,₹ 3.98,₹ 216.69,0.676015,1.48,₹ 320.54,1,1,0.142857
2020-02-04,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,426,3,0.007042,₹ 29.25,₹ 24.22,₹ 38.94,₹ 87.75,0.273757,3.65,₹ 320.54,1,1,0.333333
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,697,0,0.0,₹ 31.27,₹ 27.66,₹ 26.19,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,748,0,0.0,₹ 31.27,₹ 27.66,₹ 26.19,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,524,4,0.007634,₹ 29.75,₹ 19.78,₹ 32.60,₹ 118.99,0.371217,2.69,₹ 320.54,1,1,0.25
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,289,0,0.0,₹ 36.82,₹ 26.16,₹ 12.44,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,542,0,0.0,₹ 33.93,₹ 32.57,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain oil,PHRASE,303,6,0.019802,₹ 57.90,₹ 30.10,₹ 14.66,₹ 347.39,0.573857,1.74,₹ 605.36,2,2,0.333333
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,artho pain oil,PHRASE,17,0,0.0,₹ 30.01,₹ 27.51,₹ 2.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,leg pain medicine,PHRASE,1,0,0.0,₹ 30.01,₹ 27.51,₹ 2.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,leg pain medicine,PHRASE,1,0,0.0,₹ 30.01,₹ 27.51,₹ 2.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,7,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,10,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,5,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,13,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,13,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,14,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,8,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,19,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,10,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,9,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,6,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-13,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,10,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,6,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,22,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,10,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-17,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,7,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,12,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-19,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,8,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,10,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,18,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-22,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,5,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,5,0,0.0,₹ 17.90,₹ 3.08,₹ 14.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,17,0,0.0,₹ 19.65,₹ 17.28,₹ 8.52,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,7,0,0.0,₹ 19.65,₹ 17.28,₹ 8.52,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,2,0,0.0,₹ 19.65,₹ 17.28,₹ 8.52,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,11,0,0.0,₹ 19.65,₹ 17.28,₹ 8.52,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-29,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain,PHRASE,13,0,0.0,₹ 19.65,₹ 17.28,₹ 8.52,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain oil ayurvedic,PHRASE,1,0,0.0,₹ 17.54,₹ 0.33,₹ 25.64,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain oil ayurvedic,PHRASE,1,0,0.0,₹ 17.54,₹ 0.33,₹ 25.64,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain oil ayurvedic,PHRASE,1,0,0.0,₹ 17.54,₹ 0.33,₹ 25.64,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain oil ayurvedic,PHRASE,2,0,0.0,₹ 17.54,₹ 0.33,₹ 25.64,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain massage oil,PHRASE,1,0,0.0,₹ 12.16,₹ 11.85,₹ 19.13,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-17,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain massage oil,PHRASE,1,0,0.0,₹ 12.16,₹ 11.85,₹ 19.13,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain massage oil,PHRASE,1,0,0.0,₹ 12.16,₹ 11.85,₹ 19.13,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain massage oil,PHRASE,8,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,13,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,3,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,3,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,13,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,3,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,13,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,6,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,8,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,6,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,10,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,14,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,2,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-13,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,11,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,2,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,17,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,12,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-17,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,8,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,4,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-19,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,8,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,18,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,10,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-22,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,12,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,24,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-24,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,2,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,7,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,9,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,8,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,pain relieving oil,PHRASE,3,0,0.0,₹ 87.97,₹ 58.31,₹ 162.90,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,5,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,4,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
