Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Impressions,Clicks,Click-Thru Rate (CTR),Bid Value,Suggested lower bid range,Suggested upper bid range,Spend,Total Advertising Cost of Sales (ACoS),Total Return on Advertising Spend (RoAS),14 Day Total Sales (₹),14 Day Total Orders (#),14 Day Total Units (#),14 Day Conversion Rate
2020-02-03,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,386,0,0.0,₹ 39.31,₹ 20.73,₹ 72.46,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,561,0,0.0,₹ 39.31,₹ 20.73,₹ 72.46,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,583,0,0.0,₹ 26.58,₹ 15.35,₹ 1.57,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,136,0,0.0,₹ 23.89,₹ 17.95,₹ 38.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,164,0,0.0,₹ 23.89,₹ 17.95,₹ 38.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,754,0,0.0,₹ 22.80,₹ 10.25,₹ 14.89,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-19,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,251,2,0.007968,₹ 26.05,₹ 12.72,₹ 41.09,₹ 52.09,0.176123,5.68,₹ 295.76,1,1,0.5
2020-02-21,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,361,0,0.0,₹ 36.82,₹ 28.84,₹ 60.85,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,79,0,0.0,₹ 26.33,₹ 9.24,₹ 47.59,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,79,0,0.0,₹ 33.64,₹ 6.14,₹ 39.79,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,109,0,0.0,₹ 33.64,₹ 6.14,₹ 39.79,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,spf 50,EXACT,244,0,0.0,₹ 35.51,₹ 13.82,₹ 7.40,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,2332,8,0.003431,₹ 17.79,₹ 12.47,₹ 31.91,₹ 142.32,0.366672,2.73,₹ 388.14,1,1,0.125
2020-02-04,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,1271,6,0.004721,₹ 18.69,₹ 15.76,₹ 9.95,₹ 112.13,0.288891,3.46,₹ 388.14,1,1,0.166667
2020-02-13,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,3011,6,0.001993,₹ 19.66,₹ 1.92,₹ 17.92,₹ 117.96,0.398837,2.51,₹ 295.76,1,1,0.166667
2020-02-17,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,9436,12,0.001272,₹ 19.12,₹ 9.84,₹ 20.46,₹ 229.48,0.775899,1.29,₹ 295.76,1,1,0.083333
2020-02-20,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,3062,4,0.001306,₹ 19.80,₹ 3.03,₹ 16.59,₹ 79.18,0.267717,3.74,₹ 295.76,1,1,0.25
2020-02-21,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,11811,48,0.004064,₹ 30.06,₹ 10.58,₹ 13.83,"₹ 1,442.96",0.813137,1.23,"₹ 1,774.56",5,6,0.104167
2020-02-22,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,7541,43,0.005702,₹ 29.49,₹ 6.09,₹ 30.12,"₹ 1,268.16",2.1439,0.47,₹ 591.52,2,2,0.046512
2020-02-26,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,10237,16,0.001563,₹ 28.10,₹ 15.05,₹ 19.84,₹ 449.52,1.519881,0.66,₹ 295.76,1,1,0.0625
2020-02-27,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,11932,22,0.001844,₹ 26.04,₹ 17.87,₹ 41.19,₹ 572.86,0.645636,1.55,₹ 887.28,2,3,0.090909
2020-02-28,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,13532,18,0.00133,₹ 25.64,₹ 23.61,₹ 22.91,₹ 461.57,0.867287,1.15,₹ 532.20,2,2,0.111111
2020-02-29,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen,EXACT,11788,31,0.00263,₹ 28.95,₹ 4.72,₹ 11.93,₹ 897.58,3.034826,0.33,₹ 295.76,1,1,0.032258
2020-02-02,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,4,2,0.5,₹ 1.00,₹ 0.89,₹ 1.87,₹ 2.00,0.001718,582.21,"₹ 1,164.42",2,3,1.0
2020-02-03,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,2,0,0.0,₹ 1.00,₹ 0.89,₹ 1.87,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,0,0,0.0,₹ 1.00,₹ 0.21,₹ 1.85,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,5,4,0.8,₹ 10.86,₹ 1.62,₹ 2.64,₹ 43.43,0.111893,8.94,₹ 388.14,1,1,0.25
2020-02-13,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,1,0,0.0,₹ 1.00,₹ 0.49,₹ 0.08,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,2,0,0.0,₹ 3.43,₹ 2.64,₹ 3.50,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-17,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,3,1,0.333333,₹ 1.00,₹ 0.91,₹ 1.52,₹ 1.00,0.003381,295.76,₹ 295.76,1,1,1.0
2020-02-18,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,1,1,1.0,₹ 1.00,₹ 0.06,₹ 1.65,₹ 1.00,0.001691,591.52,₹ 591.52,1,2,1.0
2020-02-21,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,1,0,0.0,₹ 1.00,₹ 0.06,₹ 1.65,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,8,4,0.5,₹ 1.11,₹ 0.21,₹ 1.44,₹ 4.45,0.015046,66.46,₹ 295.76,1,1,0.25
2020-02-25,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,2,0,0.0,₹ 1.11,₹ 0.21,₹ 1.44,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,2,2,1.0,₹ 1.16,₹ 0.03,₹ 0.97,₹ 2.31,0.00781,128.03,₹ 295.76,1,1,0.5
2020-02-28,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver sunscreen,EXACT,4,1,0.25,₹ 2.73,₹ 1.90,₹ 3.80,₹ 2.73,0.001145,873.53,"₹ 2,384.74",3,6,3.0
2020-02-01,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,2,0,0.0,₹ 2.43,₹ 0.33,₹ 0.79,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,1,0,0.0,₹ 1.00,₹ 0.62,₹ 1.51,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,6,0,0.0,₹ 1.00,₹ 0.12,₹ 1.19,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,3,2,0.666667,₹ 1.00,₹ 0.17,₹ 1.84,₹ 2.00,0.002254,443.64,₹ 887.28,1,3,0.5
2020-02-20,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,0,0,0.0,₹ 1.00,₹ 0.72,₹ 0.22,₹ 0.00,0.0,0.0,₹ 295.76,1,1,0.0
2020-02-22,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,3,3,1.0,₹ 1.00,₹ 0.67,₹ 1.71,₹ 3.00,0.003381,295.76,₹ 887.28,2,3,0.666667
2020-02-23,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,1,0,0.0,₹ 1.00,₹ 0.67,₹ 1.71,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-29,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,evver uv guard,EXACT,2,0,0.0,₹ 1.00,₹ 0.80,₹ 0.88,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,59,0,0.0,₹ 24.51,₹ 12.79,₹ 12.59,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,69,0,0.0,₹ 25.07,₹ 19.94,₹ 22.27,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,78,0,0.0,₹ 25.07,₹ 19.94,₹ 22.27,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,63,0,0.0,₹ 25.07,₹ 19.94,₹ 22.27,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,292,0,0.0,₹ 25.07,₹ 19.94,₹ 22.27,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,111,0,0.0,₹ 27.47,₹ 11.96,₹ 42.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,212,0,0.0,₹ 27.47,₹ 11.96,₹ 42.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,240,0,0.0,₹ 27.47,₹ 11.96,₹ 42.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,98,0,0.0,₹ 27.47,₹ 11.96,₹ 42.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,60,0,0.0,₹ 27.69,₹ 2.11,₹ 31.81,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,231,0,0.0,₹ 27.69,₹ 2.11,₹ 31.81,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,359,0,0.0,₹ 26.66,₹ 11.43,₹ 46.99,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,130,0,0.0,₹ 25.39,₹ 24.61,₹ 20.17,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,441,0,0.0,₹ 21.48,₹ 1.68,₹ 41.24,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-24,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,1179,0,0.0,₹ 21.48,₹ 1.68,₹ 41.24,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,1290,0,0.0,₹ 21.48,₹ 1.68,₹ 41.24,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,1400,0,0.0,₹ 21.48,₹ 1.68,₹ 41.24,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen cream,EXACT,1877,0,0.0,₹ 21.48,₹ 1.68,₹ 41.24,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,2248,14,0.006228,₹ 16.66,₹ 12.67,₹ 18.75,₹ 233.29,0.601046,1.66,₹ 388.14,1,1,0.071429
2020-02-03,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,2414,3,0.001243,₹ 16.31,₹ 6.81,₹ 3.59,₹ 48.92,0.126037,7.93,₹ 388.14,1,1,0.333333
2020-02-06,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,1096,4,0.00365,₹ 11.48,₹ 7.08,₹ 12.96,₹ 45.90,0.118256,8.46,₹ 388.14,1,1,0.25
2020-02-13,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,1287,8,0.006216,₹ 17.35,₹ 12.84,₹ 27.82,₹ 138.76,0.371284,2.69,₹ 373.73,1,1,0.125
2020-02-19,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,2502,8,0.003197,₹ 17.42,₹ 11.52,₹ 14.55,₹ 139.35,0.471159,2.12,₹ 295.76,1,1,0.125
2020-02-21,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,8479,7,0.000826,₹ 23.73,₹ 11.06,₹ 29.97,₹ 166.14,0.561739,1.78,₹ 295.76,1,1,0.142857
2020-02-22,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,5854,14,0.002392,₹ 27.22,₹ 19.54,₹ 10.65,₹ 381.08,0.644239,1.55,₹ 591.52,2,2,0.142857
2020-02-24,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,5040,9,0.001786,₹ 26.40,₹ 4.93,₹ 36.16,₹ 237.62,0.401711,2.49,₹ 591.52,2,2,0.222222
2020-02-26,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,6802,22,0.003234,₹ 23.95,₹ 0.46,₹ 24.53,₹ 526.96,1.781715,0.56,₹ 295.76,1,1,0.045455
2020-02-29,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,PHRASE,8734,27,0.003091,₹ 25.98,₹ 5.71,₹ 24.60,₹ 701.58,1.186063,0.84,₹ 591.52,2,2,0.074074
2020-02-03,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,899,4,0.004449,₹ 18.59,₹ 11.41,₹ 33.58,₹ 74.37,0.191606,5.22,₹ 388.14,1,1,0.25
2020-02-05,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,751,2,0.002663,₹ 19.87,₹ 19.39,₹ 20.45,₹ 39.74,0.102386,9.77,₹ 388.14,1,1,0.5
2020-02-06,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,1055,0,0.0,₹ 19.87,₹ 19.39,₹ 20.45,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,866,0,0.0,₹ 19.18,₹ 2.89,₹ 5.95,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,521,0,0.0,₹ 21.02,₹ 19.83,₹ 31.97,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,713,2,0.002805,₹ 19.10,₹ 7.16,₹ 27.95,₹ 38.19,0.129125,7.74,₹ 295.76,1,1,0.5
2020-02-18,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,993,0,0.0,₹ 20.47,₹ 7.88,₹ 12.77,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-22,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,537,0,0.0,₹ 24.18,₹ 23.47,₹ 5.94,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-24,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,561,0,0.0,₹ 7.47,₹ 2.78,₹ 2.29,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,476,0,0.0,₹ 7.47,₹ 2.78,₹ 2.29,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,866,0,0.0,₹ 7.47,₹ 2.78,₹ 2.29,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Sunscreen || SP || Generic || 24th Nov'19,Sunscreen-SP-Generic,sunscreen spf 50,EXACT,692,0,0.0,₹ 22.80,₹ 3.00,₹ 16.17,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,43,0,0.0,₹ 46.80,₹ 8.70,₹ 71.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,45,0,0.0,₹ 46.80,₹ 8.70,₹ 71.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,52,0,0.0,₹ 46.80,₹ 8.70,₹ 71.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,39,0,0.0,₹ 46.80,₹ 8.70,₹ 71.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,45,0,0.0,₹ 46.80,₹ 8.70,₹ 71.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,42,0,0.0,₹ 46.80,₹ 8.70,₹ 71.39,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,50,0,0.0,₹ 35.62,₹ 18.73,₹ 20.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,56,0,0.0,₹ 35.62,₹ 18.73,₹ 20.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,35,0,0.0,₹ 35.62,₹ 18.73,₹ 20.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,40,0,0.0,₹ 35.62,₹ 18.73,₹ 20.35,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,knee pain relief,PHRASE,42,1,0.02381,₹ 25.26,₹ 15.19,₹ 22.98,₹ 25.26,0.083454,11.98,₹ 302.68,1,1,1.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,73,0,0.0,₹ 24.42,₹ 10.21,₹ 30.10,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,69,0,0.0,₹ 24.42,₹ 10.21,₹ 30.10,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,89,2,0.022472,₹ 43.08,₹ 10.86,₹ 15.90,₹ 86.15,0.268765,3.72,₹ 320.54,1,1,0.5
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,107,0,0.0,₹ 48.45,₹ 23.72,₹ 72.14,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,106,3,0.028302,₹ 28.39,₹ 18.98,₹ 6.44,₹ 85.18,0.13287,7.53,₹ 641.08,2,2,0.666667
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,86,0,0.0,₹ 28.39,₹ 18.98,₹ 6.44,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,80,0,0.0,₹ 28.39,₹ 18.98,₹ 6.44,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,88,0,0.0,₹ 28.39,₹ 18.98,₹ 6.44,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,53,0,0.0,₹ 7.98,₹ 7.59,₹ 15.00,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,59,0,0.0,₹ 7.98,₹ 7.59,₹ 15.00,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic-New || 18th Jan'19,Generic,oil joint pain,PHRASE,67,1,0.014925,₹ 26.67,₹ 25.36,₹ 17.52,₹ 26.67,0.029371,34.05,₹ 908.04,2,3,2.0
